,w,LENSE_above,LENSE_all,LENSE_below
350,0.8157894736842105,0.5210526315789473,0.5036440770585724,0.5
351,0.8157894736842105,0.5631578947368421,0.5108565661445996,0.5
352,0.8157894736842105,0.6052631578947368,0.5186835155969066,0.5
353,0.8157894736842105,0.6473684210526316,0.5260619892051122,0.5
354,0.8157894736842105,0.6894736842105262,0.5339134968626621,0.5
355,0.8157894736842105,0.731578947368421,0.5422053804569857,0.5
356,0.8157894736842105,0.7736842105263158,0.5493364019979612,0.5
357,0.8157894736842105,0.8157894736842105,0.5570770617145144,0.5
358,0.8157894736842105,0.8578947368421053,0.5646072702047424,0.5
359,0.8157894736842105,0.9,0.5724328346442817,0.5
360,0.8578947368421053,0.1,0.4437470529824158,0.5
361,0.8578947368421053,0.14210526315789473,0.4499011850225768,0.5
362,0.8578947368421053,0.1842105263157895,0.454841388010931,0.5
363,0.8578947368421053,0.22631578947368422,0.4622639762006502,0.5
364,0.8578947368421053,0.26842105263157895,0.4683859923086984,0.5
365,0.8578947368421053,0.31052631578947365,0.4738212273554794,0.5
366,0.8578947368421053,0.3526315789473684,0.4772431641941156,0.5
367,0.8578947368421053,0.39473684210526316,0.4847095985356894,0.5
368,0.8578947368421053,0.4368421052631579,0.48948664881009685,0.5
369,0.8578947368421053,0.4789473684210527,0.49782949385978637,0.5
370,0.8578947368421053,0.5210526315789473,0.5017104088497073,0.5
371,0.8578947368421053,0.5631578947368421,0.5086039895274671,0.5
372,0.8578947368421053,0.6052631578947368,0.5142286022777,0.5
373,0.8578947368421053,0.6473684210526316,0.5196359831335361,0.5
374,0.8578947368421053,0.6894736842105262,0.525802634996835,0.5
375,0.8578947368421053,0.731578947368421,0.5325526516381094,0.5
376,0.8578947368421053,0.7736842105263158,0.5384341534121294,0.5
377,0.8578947368421053,0.8157894736842105,0.5436611783810492,0.5
378,0.8578947368421053,0.8578947368421053,0.5493323861684685,0.5
379,0.8578947368421053,0.9,0.5560360220105305,0.5
380,0.9,0.1,0.45777050276704556,0.5
381,0.9,0.14210526315789473,0.46355688657581173,0.5
382,0.9,0.1842105263157895,0.4691956077989309,0.5
383,0.9,0.22631578947368422,0.4702901251171171,0.5
384,0.9,0.26842105263157895,0.4767632663137997,0.5
385,0.9,0.31052631578947365,0.48103336604135294,0.5
386,0.9,0.3526315789473684,0.48552917985063515,0.5
387,0.9,0.39473684210526316,0.4890270131430867,0.5
388,0.9,0.4368421052631579,0.493091778911689,0.5
389,0.9,0.4789473684210527,0.4976142765347592,0.5
390,0.9,0.5210526315789473,0.5029575820969807,0.5
391,0.9,0.5631578947368421,0.5057719253769299,0.5
392,0.9,0.6052631578947368,0.5098387648364711,0.5
393,0.9,0.6473684210526316,0.5138634234644357,0.5
394,0.9,0.6894736842105262,0.5183507793582074,0.5
395,0.9,0.731578947368421,0.5224129143921721,0.5
396,0.9,0.7736842105263158,0.5262840285419965,0.5
397,0.9,0.8157894736842105,0.5305727410653841,0.5
398,0.9,0.8578947368421053,0.534497966834386,0.5
399,0.9,0.9,0.5397143050241772,0.5
